Date,Close,Volume,Open,High,Low,Daily_Return,5_day_mean_close_price,5_day_mean_volume,Daily_Range,Volatility,Quarter,EMA_Close_5,EMA_Close_20
2013-07-23,14.9639,0.3125472752501078,0.0,0.0,0.0,0.22831394533916724,0.08069016107202265,0.4988443707038809,0.014155179204411214,0.1835075951704739,2013Q3,0.0,0.0
2013-07-24,15.7325,0.5419271239239243,0.0025673284384716694,0.0034407868777919515,0.0033264658031324223,0.4381828334078869,0.08195693725526661,0.48485980948420415,0.01718786923985831,0.07792213145006258,2013Q3,0.0016865653796589025,0.0008402549116901525
2013-07-25,15.6607,0.1915977648617599,0.0029186821788601824,0.0028183192390046213,0.003436766479399375,0.3980096608247115,0.0824004793933195,0.4021742776712755,0.006671918077983577,0.059538461712784055,2013Q3,0.0020579379907378764,0.0013099181007654864
2013-07-26,15.7496,0.16320894337886716,0.0018462749554275515,0.0027478202702569815,0.003141318239398616,0.3605287463628699,0.08307121677050079,0.3948348973267047,0.009791256400157669,0.060470825438906924,2013Q3,0.0028166343493467166,0.0018719014404602885
2013-07-29,15.9925,0.2095818030038247,0.0029386959995152256,0.004494992387204383,0.004319171889534984,0.3722692175456505,0.0838664517662131,0.41743613542449,0.018487593540764364,0.05957781866931993,2013Q3,0.003705019157553238,0.0024399461759815194
2013-07-30,16.19,0.268521066334781,0.004757173981810775,0.005892402178582071,0.006134068220968278,0.42702992621410496,0.08466571614542975,0.43903038970606645,0.013225679401339067,0.09245284453728615,2013Q3,0.004355455218617049,0.002922715199840012
2013-07-31,16.1618,0.28161645412980474,0.005755641256712282,0.005930110929307564,0.006174586836739812,0.3845164323855569,0.08510595212265858,0.4469729626163859,0.01320204805041356,0.09076572654853907,2013Q3,0.00477646592869331,0.003338346873098322
2013-08-01,16.3099,0.1684919206895115,0.005907412730013009,0.00582408922436925,0.006944440536398935,0.37039515365406583,0.0855653018421515,0.43959601446465535,0.0008979913351714729,0.10349375011620586,2013Q3,0.00548717664372593,0.0038145714514423723
2013-08-02,16.5193,0.2343621826265943,0.006355499936900877,0.0070050835768007,0.007627629418991186,0.36236745087197686,0.08572513405448967,0.45502391181124835,0.008357621110673601,0.10349757515726996,2013Q3,0.006137330388158238,0.004252473506861754
2013-08-05,16.7661,0.2775648548448574,0.007681971494759993,0.00853092172209853,0.008731198940213097,0.4556303321201456,0.08542664972259244,0.45285193055805856,0.014903505317053922,0.152527495101372,2013Q3,0.006524498604350115,0.0046114082022813835
2013-08-06,16.6161,0.293525881915475,0.008342983515838995,0.00876919730639289,0.008735138250079766,0.4224713863877241,0.08534947153085579,0.4668699558098268,0.018282788499409418,0.23291891833051045,2013Q3,0.006412157325807563,0.004860726362079404
2013-08-07,16.6064,0.2583923389513712,0.007505182745640451,0.007815001961948037,0.008654663777089094,0.45400062847923894,0.08624678424201097,0.6336972770620424,0.0056557699881842945,0.22783128713306128,2013Q3,0.006664893545856601,0.005225874722940255
2013-08-08,16.4646,0.21706204177058092,0.007516301534893244,0.0072488241974320855,0.007887061111639476,0.4768466605448709,0.08748370166031263,0.7735576852159648,0.008239464356045792,0.2144526241905376,2013Q3,0.0070712385888452856,0.005635252993279702
2013-08-09,16.2304,0.22752434918219822,0.006480586315994866,0.006538369473618633,0.007022663975180088,0.3117103732520286,0.08884532333219686,0.8453862971141954,0.010098463962190087,0.16289298364754287,2013Q3,0.008078976059654686,0.006172412519298662
2013-08-12,16.6914,0.3216964152578017,0.006127008817755825,0.008136892602198909,0.007621439074914971,0.2420147679420659,0.09061205302255423,0.8744762592401615,0.024757778653013218,0.16043485540184776,2013Q3,0.010248291025118705,0.0069059890489827774
2013-08-13,17.4846,0.8187318131462725,0.008922828375372532,0.01321336485566292,0.00991693121008283,0.34980985919996915,0.09210209837894802,0.9192315692767746,0.06579755809373768,0.11022631946580959,2013Q3,0.012207627529616155,0.007441455954501866
2013-08-14,17.8036,0.6987010087510118,0.014271521945432325,0.015085139801094535,0.015011584384800797,0.4248373551619235,0.09252652677473679,0.7595390316629301,0.02146514375738486,0.08697517532115734,2013Q3,0.012919072133343437,0.007559556055172431
2013-08-15,17.7825,0.44319294597656567,0.013981877485396851,0.014723900899217074,0.014144373455579506,0.38561217717617274,0.0926688983252229,0.6309367452741305,0.028397006695549284,0.0859821179873865,2013Q3,0.013090384665745983,0.007499567793565989
2013-08-16,17.9404,0.3191053955788995,0.01472238884963338,0.014829922604155388,0.016108963561946493,0.37833539375298525,0.09285528314167933,0.5553311809632726,0.0024261520283575637,0.08045387765758903,2013Q3,0.013406609035742506,0.0074458667680229185
2013-08-19,18.1336,0.4625951248268757,0.015554630225205507,0.016937787119346556,0.01714218826412059,0.47245194264772533,0.09280693053962744,0.5126193198677873,0.018345805435210766,0.06390663062089723,2013Q3,0.01343751171761362,0.007292208613003642
2013-08-20,17.8954,0.3159876145429247,0.016620366175086457,0.016319145005995142,0.016502894548614172,0.41010831373477985,0.09263087747574622,0.45725839936244794,0.018377313903111724,0.1265666089342462,2013Q3,0.012941298138852905,0.007006988910047071
2013-08-21,17.9414,0.29383516858610337,0.015405638449217982,0.0156513175656105,0.016579429711738175,0.4154768433948821,0.09217028794594427,0.4773371670250884,0.007680189050807692,0.12952503507653057,2013Q3,0.012865919813638119,0.006834008941039749
2013-08-22,17.9629,0.20517143659752765,0.015681384422687447,0.015346915041638098,0.015976715302136624,0.4353872850096769,0.09174730599551603,0.4686899507113449,0.01172902717605365,0.12995001611823956,2013Q3,0.012623669563537943,0.006615347457741311
2013-08-23,17.8936,0.18463987390729872,0.015341705411014386,0.014909712134675984,0.016207446308613413,0.40496091045091676,0.09133176290694191,0.4673845406917071,0.00219771563607739,0.131121862407976,2013Q3,0.01219991528862735,0.006360828289792911
2013-08-26,17.9632,0.2883078223061876,0.014841359894638348,0.016246460022712683,0.016438740073642585,0.535769809278598,0.09082240750498509,0.48273890251835466,0.018227648680582957,0.1295484904132811,2013Q3,0.01175890051595413,0.006120906447601326
2013-08-27,17.4496,0.37919960997070506,0.014295427342325834,0.014745761044565181,0.013584991454511378,0.4017193925192876,0.09029145874014609,0.48349172080616043,0.03654194564789305,0.09623883333282801,2013Q3,0.010901919220975928,0.005814161685164451
